dataset,record_id,true_label,p_include,b1_lexical_score,openalex_found,openalex_source,work_type,publication_year,metadata_score,citation_oracle_seed_score,citation_related_seed_overlap,citation_referenced_seed_overlap,citation_count_score,referenced_works_count,related_works_count,metadata_term_count
Donners_2021,https://openalex.org/W3016428066,1,0.0010962048447103099,0.06826217481044076,True,cache,letter,2020,-0.021757657292030316,4,0,4,5.0,5,10,108
Donners_2021,https://openalex.org/W2890442696,1,0.001096243648917699,0.16877965203272338,True,cache,article,2018,0.057889283797803004,5,0,5,35.0,30,10,164
Donners_2021,https://openalex.org/W2278365462,1,0.0010960806804624097,0.21955731519135563,True,cache,article,2015,0.03948757238576196,0,0,0,254.0,29,10,213
Donners_2021,https://openalex.org/W3028455363,1,0.0010962669321004305,0.18438032827386733,True,cache,article,2020,-0.024181955117144133,9,0,9,10.0,25,10,194
Donners_2021,https://openalex.org/W2906655433,0,0.0010954988477106442,0.06001298076263731,True,cache,article,2018,0.0009945882850960416,0,0,0,1.0,0,10,21
Donners_2021,https://openalex.org/W2610701591,0,0.003591184344015368,0.047832606582106856,True,cache,article,2017,0.019778276027455396,0,0,0,39.0,43,10,45
Donners_2021,https://openalex.org/W2765359511,0,0.013364182788756665,0.10534918591571399,True,cache,article,2017,0.0010587309904448033,0,0,0,0.0,0,10,47
Donners_2021,https://openalex.org/W2988935613,0,0.003591184344015368,0.043646270244276905,True,cache,review,2019,-0.020234762088754424,3,0,3,90.0,174,10,207
Donners_2021,https://openalex.org/W2986546258,0,0.0010961505211239417,0.08087023024989838,True,cache,article,2019,0.010505639796257647,0,0,0,13.0,0,10,23
Donners_2021,https://openalex.org/W3037252784,0,0.0010962669321004305,0.1132591996025346,True,cache,review,2020,-0.026751013785548394,4,0,4,28.0,111,10,364
Donners_2021,https://openalex.org/W2011766387,0,0.001096243648917699,0.1703723729620224,True,cache,article,2013,0.01846048847326069,0,0,0,319.0,51,10,115
Donners_2021,https://openalex.org/W2940425658,0,0.003591184344015368,0.045657422920752484,True,cache,article,2019,-0.007554354267466021,2,0,2,46.0,20,10,63
Donners_2021,https://openalex.org/W3142726662,0,0.001096243648917699,0.0658875224174356,True,cache,article,2020,-0.001729142447705321,0,0,0,29.0,0,10,8
Donners_2021,https://openalex.org/W2983240095,0,0.001096243648917699,-0.03415562099035118,True,cache,article,2019,-0.031320515383814355,0,0,0,3.0,0,10,68
Sep_2021,https://openalex.org/W2144529104,1,0.0015374388802028007,0.2499733680297758,True,cache,article,1999,0.027228280841890398,1,1,0,596.0,23,10,161
Sep_2021,https://openalex.org/W2789966204,1,0.020687180697951987,0.07772754341759278,True,cache,article,2018,0.046177330910388246,2,0,2,33.0,41,10,224
Sep_2021,https://openalex.org/W2983898801,1,0.0015374388802028007,0.15139677856651132,True,cache,article,2019,0.04059111211932695,0,0,0,26.0,38,10,203
Sep_2021,https://openalex.org/W1981925277,1,0.02068774358716133,0.11889821036458732,True,cache,article,2014,0.057447414772424085,1,0,1,39.0,76,10,205
Sep_2021,https://openalex.org/W1768069588,1,0.02068774358716133,0.07327899506519187,True,cache,article,2015,0.002630900804976896,7,1,6,16.0,50,10,70
Sep_2021,https://openalex.org/W2079142947,1,0.020687919493097385,0.1494883167200125,True,cache,article,2011,0.03986214962951113,5,1,4,51.0,32,10,142
Sep_2021,https://openalex.org/W2606834381,1,0.020687180697951987,0.14350833565536214,True,cache,article,2017,0.013319756437988911,2,0,2,32.0,55,10,146
Sep_2021,https://openalex.org/W2000180785,1,0.02068774358716133,0.12390787896902272,True,cache,article,2011,0.05189265698399945,3,0,3,107.0,51,10,179
Sep_2021,https://openalex.org/W2024032885,1,0.02068802503735787,0.18795384967604356,True,cache,article,2002,0.023293591697090305,1,0,1,717.0,50,10,147
Sep_2021,https://openalex.org/W1982436123,1,0.02068802503735787,0.08942407870077083,True,cache,article,2014,0.06124395758520481,2,0,2,9.0,58,10,285
Sep_2021,https://openalex.org/W2581869019,0,0.02068806021889451,0.11629431640839108,True,cache,article,2017,0.025460791348897727,1,0,1,8.0,20,10,124
Sep_2021,https://openalex.org/W2123081263,0,0.020687919493097385,0.10391030818194785,True,cache,article,2014,0.03452377311013795,0,0,0,101.0,53,10,116
Sep_2021,https://openalex.org/W2791684544,0,0.020687497321297196,0.029015899595344903,True,cache,article,2018,0.026200843016802422,0,0,0,31.0,54,10,274
Sep_2021,https://openalex.org/W2111229642,0,0.02068802503735787,0.07973943802167593,True,cache,article,2014,0.04443632386483588,0,0,0,58.0,56,10,195
Sep_2021,https://openalex.org/W2537341202,0,0.020687180697951987,0.12362922693980061,True,cache,article,2016,0.03301178793415625,0,0,0,5.0,43,10,175
Sep_2021,https://openalex.org/W2793756203,0,0.020687180697951987,0.04023386283394123,True,cache,article,2018,-0.006734183923727155,0,0,0,46.0,88,10,307
Sep_2021,https://openalex.org/W595773546,0,0.02068802503735787,0.13996762059232387,True,cache,article,2015,0.021357911530720572,1,0,1,19.0,48,10,198
Sep_2021,https://openalex.org/W2766428986,0,0.0015374388802028007,0.019394120153584226,True,cache,article,2017,0.04734665644404968,0,0,0,75.0,80,10,173
Sep_2021,https://openalex.org/W2046706409,0,0.02068802503735787,0.1356402831160053,True,cache,article,2007,0.060619119421135965,1,0,1,43.0,47,10,195
Sep_2021,https://openalex.org/W2164609613,0,0.019305342455324174,0.10240698594677133,True,cache,article,2013,0.022876488132264727,1,0,1,22.0,77,10,205
Nelson_2002,https://openalex.org/W2075822341,1,0.0328896144946762,0.08497690287457928,True,cache,article,2000,0.06671136174648351,0,0,0,21.0,21,10,403
Nelson_2002,https://openalex.org/W4244526763,1,0.017817660707140175,0.10768358310561169,True,cache,article,2000,0.06291580182139125,0,0,0,167.0,0,10,209
Nelson_2002,https://openalex.org/W2009902348,1,0.017819457317090916,0.14459614382174601,True,cache,article,2002,0.0334948776260903,2,0,2,100.0,38,10,188
Nelson_2002,https://openalex.org/W2041492652,1,0.017816263466569077,0.12354486741608423,True,cache,article,1999,0.07221436148197344,0,0,0,54.0,30,10,302
Nelson_2002,https://openalex.org/W2134182256,1,0.017815265503368094,0.14776544446193102,True,cache,article,1998,0.0845165771859507,0,0,0,17.0,28,10,191
Nelson_2002,https://openalex.org/W2027858461,1,0.017830640205018466,0.11292014309913381,True,cache,article,1997,0.0071235573193326185,0,0,0,229.0,20,10,93
Nelson_2002,https://openalex.org/W2022187355,1,0.0015374388802028007,0.17746549657090716,True,cache,article,2002,0.06034371896701693,4,0,4,361.0,24,10,198
Nelson_2002,https://openalex.org/W2045913584,1,0.017821653414604576,0.08828343311687209,True,cache,article,1995,0.09169614145781453,0,0,0,29.0,28,10,238
Nelson_2002,https://openalex.org/W2142604492,1,0.017816263466569077,0.108424696216613,True,cache,article,2001,0.003870524775624745,1,0,1,680.0,47,10,278
Nelson_2002,https://openalex.org/W2113533145,1,0.018393663525077913,0.03284326608152273,True,cache,article,2003,0.026328573293384172,3,1,2,75.0,19,10,216
Nelson_2002,https://openalex.org/W1978583360,0,0.017821653414604576,0.17430478102550195,True,cache,article,2002,0.03878407793191302,1,0,1,78.0,21,10,242
Nelson_2002,https://openalex.org/W2037099926,0,0.017814467172289652,0.09323109612990606,True,cache,article,2003,0.021399126615205058,0,0,0,963.0,29,10,292
Nelson_2002,https://openalex.org/W1974663609,0,0.017816263466569077,0.020692199605291214,True,cache,article,2001,-0.015099097575767745,0,0,0,9.0,35,10,136
Nelson_2002,https://openalex.org/W2031206742,0,0.017819457317090916,0.10849566654260977,True,cache,article,2001,0.0670323698189729,0,0,0,16.0,58,10,231
Nelson_2002,https://openalex.org/W1989688260,0,0.0015374388802028007,0.08554603587714162,True,cache,article,2000,0.025814967211330628,0,0,0,37.0,28,10,142
Nelson_2002,https://openalex.org/W2103043920,0,0.017821653414604576,0.0904326107763999,True,cache,review,2002,-0.005325304664808794,0,0,0,5.0,42,10,170
Nelson_2002,https://openalex.org/W2012205995,0,0.017814467172289652,0.15431890509451723,True,cache,article,2002,0.07744615009891456,1,0,1,54.0,32,10,224
Nelson_2002,https://openalex.org/W2133667885,0,0.017814666751768425,0.0643841036953644,True,cache,article,2002,0.01005883761846249,0,0,0,668.0,19,10,294
Nelson_2002,https://openalex.org/W1996599354,0,0.017817660707140175,0.04358554818429408,True,cache,article,1996,0.03162548486241429,0,0,0,35.0,30,10,119
Nelson_2002,https://openalex.org/W1976365229,0,0.017821653414604576,0.1234030537393,True,cache,article,2003,0.04703188695344673,0,0,0,212.0,27,10,292
van_der_Valk_2021,https://openalex.org/W2179093238,1,0.009504949286724797,0.09445566538867255,True,cache,article,2015,0.08901753339382118,0,0,0,38.0,64,10,192
van_der_Valk_2021,https://openalex.org/W2781512779,1,0.009504949286724797,0.12890462391043891,True,cache,article,2018,0.07539009306376773,0,0,0,46.0,82,10,168
van_der_Valk_2021,https://openalex.org/W2593635594,1,0.009505745341476343,0.15085453987157293,True,cache,article,2017,0.07608401984253305,8,0,8,44.0,30,10,169
van_der_Valk_2021,https://openalex.org/W1987951226,1,0.009504471685553798,0.11744681856919599,True,cache,article,2013,0.006168011452058739,2,0,2,210.0,40,10,255
van_der_Valk_2021,https://openalex.org/W2911774639,1,0.009505745341476343,0.07362666476154565,True,cache,article,2019,0.0270349462418345,0,0,0,8.0,23,10,133
van_der_Valk_2021,https://openalex.org/W2952197677,1,0.009504949286724797,0.27185013359809174,True,cache,article,2019,0.046763853688106566,1,0,1,42.0,48,10,170
van_der_Valk_2021,https://openalex.org/W3020810195,1,0.009504471685553798,0.2112249487795826,True,cache,article,2020,0.08874941025933725,1,0,1,103.0,26,10,96
van_der_Valk_2021,https://openalex.org/W2921445979,1,0.00950431249044358,0.15209313294597404,True,cache,article,2019,0.11592201128607627,0,0,0,39.0,52,10,174
van_der_Valk_2021,https://openalex.org/W2044761599,1,0.009506859929003367,0.16200072056090176,True,cache,article,2014,0.06834241955945818,4,0,4,48.0,40,10,186
van_der_Valk_2021,https://openalex.org/W2911277958,1,0.00950431249044358,0.11407470419050658,True,cache,article,2019,0.03528423982374686,4,0,4,15.0,59,10,215
van_der_Valk_2021,https://openalex.org/W2728532422,0,0.00950431249044358,0.03316265811034551,True,cache,article,2017,0.048838897923674594,0,0,0,14.0,26,10,182
van_der_Valk_2021,https://openalex.org/W2403997134,0,0.009504949286724797,0.10625332365753629,True,cache,article,2016,0.06125031203401434,0,0,0,44.0,19,10,138
van_der_Valk_2021,https://openalex.org/W2603684978,0,0.00950431249044358,0.04302231036223046,True,cache,article,2012,0.020427134328021915,0,0,0,3.0,0,10,16
van_der_Valk_2021,https://openalex.org/W2792972871,0,0.00950431249044358,0.03641747381891831,True,cache,article,2018,0.03695463706753103,0,0,0,4.0,37,10,100
van_der_Valk_2021,https://openalex.org/W2188348669,0,0.00950431249044358,0.01036664528013733,True,cache,article,2006,0.0037293437714089397,0,0,0,0.0,6,0,36
van_der_Valk_2021,https://openalex.org/W2080313127,0,0.009504949286724797,0.040062339776104565,True,cache,article,2013,0.027913823696381356,0,0,0,0.0,0,10,34
van_der_Valk_2021,https://openalex.org/W2044764304,0,0.009504949286724797,-0.023814294203357386,True,cache,article,2003,0.0075457735891765465,0,0,0,24.0,14,10,210
van_der_Valk_2021,https://openalex.org/W4245051067,0,0.00950431249044358,-0.024589944572004505,True,cache,article,2014,0.02793022060503282,0,0,0,2.0,0,10,39
van_der_Valk_2021,https://openalex.org/W1483199116,0,0.00950431249044358,0.133560363958784,True,cache,article,2015,0.07016915229811674,0,0,0,133.0,47,10,258
van_der_Valk_2021,https://openalex.org/W3025428317,0,0.009510045177493565,0.17723284966397793,True,cache,article,2020,0.03265344687430944,0,0,0,8.0,48,10,42
Meijboom_2021,https://openalex.org/W3089681955,1,0.010619104359439876,0.3226772387016277,True,cache,article,2020,0.053038543209230654,5,0,5,21.0,49,10,200
Meijboom_2021,https://openalex.org/W2764082441,1,0.010614541255234136,0.18724214614938797,True,cache,article,2017,0.049827932723311846,1,0,1,75.0,30,10,171
Meijboom_2021,https://openalex.org/W2911287680,1,0.010617887342089538,0.15605675378211087,True,cache,article,2019,0.03620230035810537,0,0,0,26.0,15,10,192
Meijboom_2021,https://openalex.org/W2792122651,1,0.010619104359439876,0.19069615966429623,True,cache,article,2018,0.09052222791940613,1,0,1,20.0,13,10,421
Meijboom_2021,https://openalex.org/W3127592492,1,0.010619104359439876,0.22610082359725708,True,cache,article,2021,0.03625977973905592,0,0,0,35.0,30,10,123
Meijboom_2021,https://openalex.org/W3048797834,1,0.010615940401073774,0.11296990621619282,True,cache,article,2020,0.06368337385551043,1,0,1,15.0,14,10,165
Meijboom_2021,https://openalex.org/W2913890755,1,0.01061823891072029,0.11072693198330669,True,cache,article,2019,0.049112261456623826,3,1,2,8.0,15,10,270
Meijboom_2021,https://openalex.org/W3093730414,1,0.010617481700273249,0.10032687765417261,True,cache,article,2020,0.029229135679924162,0,0,0,14.0,27,10,151
Meijboom_2021,https://openalex.org/W2898096328,1,0.01061823891072029,0.07495552290744165,True,cache,article,2018,0.03123404335411184,2,0,2,14.0,15,10,56
Meijboom_2021,https://openalex.org/W2774116866,1,0.010617481700273249,0.23530348053586453,True,cache,article,2017,0.07832825558008555,2,0,2,70.0,40,10,207
Meijboom_2021,https://openalex.org/W2531216194,0,0.010619104359439876,0.03606004126345916,True,cache,review,2016,-0.014932418383088245,1,0,1,91.0,82,10,139
Meijboom_2021,https://openalex.org/W2549378917,0,0.010619212545430941,0.028076716714597404,True,cache,letter,2016,-0.04667556406777264,0,0,0,8.0,34,10,119
Meijboom_2021,https://openalex.org/W2985840482,0,0.010618969128482586,0.050451207222182576,True,cache,article,2019,-0.0028605604072199156,0,0,0,0.0,0,10,48
Meijboom_2021,https://openalex.org/W2917800966,0,0.010618779808001376,0.043861500572160976,True,cache,review,2017,-0.025534737641973254,0,0,0,270.0,62,10,322
Meijboom_2021,https://openalex.org/W2310313429,0,0.010619185498831075,0.05766362985453888,True,cache,article,2016,0.014398797851281536,0,0,0,11.0,29,10,62
Meijboom_2021,https://openalex.org/W3000887545,0,0.010619104359439876,-0.006883564862196706,True,cache,article,2019,-0.00653444277017589,0,0,0,2.0,3,10,52
Meijboom_2021,https://openalex.org/W2938370322,0,0.010619104359439876,0.0,True,cache,article,2019,-0.02527847971399433,0,0,0,2.0,3,10,91
Meijboom_2021,https://openalex.org/W2480851940,0,0.010619104359439876,0.11052595701913608,True,cache,review,2016,0.020241745989547172,2,0,2,56.0,35,10,194
Meijboom_2021,https://openalex.org/W2889381861,0,0.010619212545430941,-0.0354798964887639,True,cache,article,2018,-0.02882293473624284,0,0,0,21.0,5,10,170
Meijboom_2021,https://openalex.org/W2117722893,0,0.010618779808001376,0.0037954830904315326,True,cache,article,2013,0.0005031705606704517,0,0,0,37.0,79,10,86
Oud_2018,https://openalex.org/W2096356290,1,0.0013111965229425373,0.1767418773942243,True,cache,article,2006,0.03136230461297157,1,0,1,1247.0,53,10,191
Oud_2018,https://openalex.org/W2002268935,0,0.01288513209619626,0.03509003132137451,True,cache,article,2012,0.0037357264804650098,0,0,0,14.0,44,10,61
Oud_2018,https://openalex.org/W2068470537,0,0.012885241197021636,-0.027834959291159568,True,cache,review,2014,-0.012395398596888638,1,0,1,106.0,83,10,171
Oud_2018,https://openalex.org/W1994796287,0,0.012884804799165997,0.0035904094621442284,True,cache,article,2012,0.016230690167089404,0,0,0,1.0,0,10,46
Oud_2018,https://openalex.org/W2187271559,0,0.01288513209619626,-0.014784408715821262,True,cache,review,2015,-0.013601418836014345,0,0,0,77.0,56,10,197
Oud_2018,https://openalex.org/W1969321104,0,0.012885241197021636,-0.02243539469831151,True,cache,article,2008,-0.04151637248937305,0,0,0,237.0,38,10,198
Oud_2018,https://openalex.org/W2061352725,0,0.003079213361818003,0.04620917487897778,True,cache,article,2008,-0.019810059897573368,1,0,1,78.0,72,10,237
Oud_2018,https://openalex.org/W61611410,0,0.01288513209619626,0.013523351429847938,True,cache,article,1982,-0.010190628496358364,0,0,0,76.0,0,10,145
Oud_2018,https://openalex.org/W1994404107,0,0.012884804799165997,0.0196325518872976,True,cache,article,2004,0.016978134300947814,4,0,4,341.0,133,10,59
Oud_2018,https://openalex.org/W2002091110,0,0.012885241197021636,-0.04241461470324706,True,cache,article,1979,-0.05495224354629345,0,0,0,33.0,29,10,172
Oud_2018,https://openalex.org/W2328956903,0,0.012885241197021636,0.11247865810846902,True,cache,article,2015,0.030997616377535064,0,0,0,23.0,46,10,173
Menon_2022,https://openalex.org/W2999401301,1,0.053695270063885914,0.06985695923961223,True,cache,review,2020,-0.011832392571720127,0,0,0,104.0,48,10,147
Menon_2022,https://openalex.org/W3017013680,1,0.010802044006220904,0.1350260620483712,False,cache,,,nan,nan,,,nan,,,
Menon_2022,https://openalex.org/W3008143010,1,0.0536893620356352,0.1333496034425622,True,cache,review,2020,0.022680445145804695,1,1,0,64.0,85,10,121
Menon_2022,https://openalex.org/W3006585406,1,0.0536893620356352,0.07910664651992763,True,cache,review,2020,0.042538001116724095,0,0,0,45.0,130,10,185
Menon_2022,https://openalex.org/W2985765771,1,0.010805601651876974,0.1218674097023619,True,cache,review,2019,0.004239656632142291,0,0,0,31.0,53,10,175
Menon_2022,https://openalex.org/W3014686162,1,0.0536893620356352,0.099720284590788,True,cache,review,2020,-0.013869949483578024,0,0,0,16.0,79,10,191
Menon_2022,https://openalex.org/W3012247440,1,0.0536893620356352,0.16764949212894148,True,cache,review,2020,0.032339905121666554,0,0,0,34.0,72,10,131
Menon_2022,https://openalex.org/W3020494631,1,0.010805148796336931,0.030605081225168612,True,cache,review,2020,-0.024642483957988418,0,0,0,15.0,27,10,141
Menon_2022,https://openalex.org/W2985113252,1,0.05367862173333743,0.0738467281023091,True,cache,review,2019,-0.024281563208927354,0,0,0,62.0,63,10,106
Menon_2022,https://openalex.org/W2989222914,1,0.010802044006220904,0.13518274033760613,True,cache,review,2019,0.019080117079911585,0,0,0,23.0,90,10,103
Menon_2022,https://openalex.org/W3010885793,0,0.010803855026658617,0.11331511420551976,True,cache,review,2020,0.02830202308420355,0,0,0,10.0,53,10,169
Menon_2022,https://openalex.org/W2996818840,0,0.010806119224018114,0.07842863115858491,True,cache,review,2019,-0.004052375640791597,0,0,0,24.0,85,10,174
Menon_2022,https://openalex.org/W3020263606,0,0.010806119224018114,0.03545330705655632,True,cache,review,2020,-0.07142195692179416,0,0,0,15.0,49,10,174
Menon_2022,https://openalex.org/W3018612201,0,0.010806119224018114,0.06158253246084232,True,cache,review,2020,-0.0469138745815166,0,0,0,25.0,47,10,169
Menon_2022,https://openalex.org/W3024115300,0,0.010805148796336931,0.026957886835569426,True,cache,review,2020,-0.07876156086035924,0,0,0,90.0,48,10,185
Menon_2022,https://openalex.org/W2961806271,0,0.0536893620356352,0.07250889110788324,True,cache,review,2019,-0.026257450179453856,0,0,0,29.0,56,10,184
Menon_2022,https://openalex.org/W3013064054,0,0.010803855026658617,0.15890136829783358,True,cache,review,2020,-0.006280161263070752,0,0,0,48.0,33,10,212
Menon_2022,https://openalex.org/W3033415599,0,0.010806119224018114,0.08120003742370871,True,cache,article,2020,-0.0014601369543734213,0,0,0,14.0,108,10,59
Menon_2022,https://openalex.org/W3019024509,0,0.010806119224018114,0.07402985147208865,True,cache,review,2020,-0.0610402993593559,0,0,0,123.0,66,10,188
Menon_2022,https://openalex.org/W3000312615,0,0.010806119224018114,0.10953263531161815,True,cache,review,2020,0.00740588897764527,0,0,0,196.0,50,10,114
Jeyaraman_2020,https://openalex.org/W2990325718,1,0.020210683290034316,0.2897383994691467,True,cache,article,2019,0.0765538490405844,4,0,4,28.0,54,10,228
Jeyaraman_2020,https://openalex.org/W2295571328,1,0.020210875114821863,0.22004927235731453,True,cache,article,2016,0.026109662262890104,2,0,2,23.0,43,10,328
Jeyaraman_2020,https://openalex.org/W2009786866,1,0.02020857333449669,0.054706849597481816,True,cache,article,2010,0.011741830342972798,4,0,4,8.0,33,10,74
Jeyaraman_2020,https://openalex.org/W2196967344,1,0.020211028575929012,0.16476887813165253,True,cache,article,2012,0.05454178667321888,4,0,4,207.0,45,10,301
Jeyaraman_2020,https://openalex.org/W2055110769,1,0.020210875114821863,0.08495110303074109,True,cache,article,2010,0.0374802577992506,5,0,5,397.0,35,10,172
Jeyaraman_2020,https://openalex.org/W2904714324,1,0.020210875114821863,0.15717944989153879,True,cache,article,2018,0.037737569609729085,2,0,2,48.0,32,10,176
Jeyaraman_2020,https://openalex.org/W2025577300,1,0.0202109902105458,0.08597993404757327,True,cache,article,2009,0.03128598092119114,3,0,3,194.0,42,10,223
Jeyaraman_2020,https://openalex.org/W2079333649,1,0.020210875114821863,0.1009692200746311,True,cache,article,2008,0.028190931560580765,0,0,0,115.0,41,10,229
Jeyaraman_2020,https://openalex.org/W2509439226,1,0.020210414738312022,0.13443441442877385,True,cache,article,2016,0.06927690239943829,0,0,0,53.0,28,10,230
Jeyaraman_2020,https://openalex.org/W2133096089,1,0.020211028575929012,0.12585786798963067,True,cache,article,2005,0.05483338712384986,2,0,2,573.0,36,10,270
Jeyaraman_2020,https://openalex.org/W2603885910,0,0.020210414738312022,0.1612289132550439,True,cache,article,2017,0.03615527796764023,3,0,3,39.0,12,10,70
Jeyaraman_2020,https://openalex.org/W2098557080,0,0.020211028575929012,0.061158040421299076,True,cache,article,2006,0.058207775534500926,0,0,0,72.0,40,10,117
Jeyaraman_2020,https://openalex.org/W2905952677,0,0.020211028575929012,0.04257575673674183,True,cache,article,2018,-0.017050933417070258,0,0,0,15.0,0,10,138
Jeyaraman_2020,https://openalex.org/W2086394725,0,0.019712931746511297,0.17300033584749905,True,cache,article,2013,0.06950329993976148,1,0,1,98.0,51,10,227
Jeyaraman_2020,https://openalex.org/W2934397008,0,0.020211028575929012,0.1036942240198675,True,cache,article,2019,0.010440188877619036,0,0,0,10.0,28,10,176
Jeyaraman_2020,https://openalex.org/W2944966022,0,0.020210414738312022,0.05801628006805938,True,cache,article,2019,0.015907039942579512,1,0,1,17.0,6,10,71
Jeyaraman_2020,https://openalex.org/W2769942584,0,0.020210875114821863,0.07079792178239634,True,cache,article,2017,0.05052194617514657,1,0,1,35.0,30,10,166
Jeyaraman_2020,https://openalex.org/W2015570933,0,0.020210414738312022,0.06804645318991037,True,cache,article,2006,0.042769724737683104,3,0,3,32.0,31,10,126
Jeyaraman_2020,https://openalex.org/W2101759648,0,0.020210414738312022,0.005736429998752849,True,cache,review,2013,0.029469927338833232,0,0,0,159.0,119,10,161
Jeyaraman_2020,https://openalex.org/W3152811302,0,0.0202109902105458,0.004849193959291009,True,cache,article,2021,0.02819214345834132,0,0,0,23.0,60,10,67
Chou_2004,https://openalex.org/W2013721829,1,0.0019465708655086271,0.07316059548744912,True,cache,article,1994,-0.039735865529655315,0,0,0,341.0,35,10,51
Chou_2004,https://openalex.org/W2146359394,1,0.0019477594707593335,0.025957870232387062,True,cache,article,1994,-0.03845575855966563,0,0,0,136.0,0,10,167
Chou_2004,https://openalex.org/W2028987665,1,0.0019477743328962813,0.004982886631564869,True,cache,article,2000,-0.04578032260060441,0,0,0,60.0,9,10,191
Chou_2004,https://openalex.org/W2036517832,1,0.0007953087362903389,-0.02781389926597989,True,cache,article,1994,-0.008178936085549315,0,0,0,126.0,0,10,131
Chou_2004,https://openalex.org/W15533634,1,0.0019477594707593335,0.026331930582367723,True,cache,review,1998,-0.030938713614326416,0,0,0,26.0,0,10,198
Chou_2004,https://openalex.org/W1508296484,1,0.0019477594707593335,-0.0009294464117191835,True,cache,article,2001,-0.025615619888650014,0,0,0,30.0,0,10,110
Chou_2004,https://openalex.org/W2070011903,1,0.0019477148850258258,0.028414430599437372,True,cache,article,2002,-0.01831464870681368,2,1,1,136.0,39,10,143
Chou_2004,https://openalex.org/W2013386935,0,0.0019477594707593335,-0.04439077343578682,True,cache,review,2003,-0.026860144696120046,0,0,0,36.0,18,10,133
Chou_2004,https://openalex.org/W1984191820,0,0.0019477594707593335,0.058776142950077395,True,cache,article,1999,0.00965092032873438,0,0,0,68.0,0,10,321
Chou_2004,https://openalex.org/W2277312589,0,0.0019477743328962813,-0.0854689295328685,True,cache,review,1997,-0.08235020463555616,0,0,0,42.0,0,10,143
